
ARPANET	ˈɑɹ.pəˌnɛt
occlusion	əˈkluː.ʒən
occupy	ˈɒkjʊpaɪ
oceanographic	ˌoʊʃənəˈɡɹæfɪk
ochlagogue	ˈɒkləɡɒɡ
octad	ˈɒktæd
octapla	ˈɑktəplə
octet	ɒkˈtɛt
octopawn	ˈɒktəpɔːn
oculo-	ɒk.jʊl.əʊ
oddity	ˈɒdɪti
odorate	ˈəʊdəɹət
oe	oʊ
oenochoe	ˈiːnəˌkəʊ.iː
oeuf	ˈɜːf
offal	ˈɒfl̩
offeror	ˈɔfəɹɚ
officey	ˈɔfɪsi
offing	ˈɒfɪŋ
oft	ɔft
ogreishly	ˈəʊɡ(ə)ɹɪʃli
oh yeah	oʊ jæ
ohnosecond	ˈoʊnoʊˌsɛkənd
oiler	ˈɔɪlɚ
okta	ˈɒktə
olefin	ˈəʊləfɪn
oligolalia	əˌlɪɡəˈleɪliə
olla	ˈɒlə
omen	ˈəʊmən
omission	əˈmɪʃən
omnipotence	ɒmˈnɪpətəns
on like Donkey Kong	ˈɒn laɪk ˈdɒŋki kɒŋ
oncer	ˈwʌnsɚ
oncovirus	ˈɒŋkəʊvʌɪɹəs
onerous	ˈəʊnəɹəs
oniomania	əʊnɪə(ʊ)ˈmeɪnɪə
onocentaur	ɒnəˈsɛntɔː
onsen	ˈɒnsɛn
onychectomy	ˌɒnɪˈkɛktəmi
oocyst	ˈəʊəsɪst
ooh la la	ˈuː.læ.lɑː
oop	ʊp
opaque	əʊˈpeɪk
openwork	ˈəʊpənwɜː(ɹ)k
operating system	ˈɒpəˌɹeɪtɪŋ ˌsɪstəm
opertaneous	ɑ.pɚˈteɪ.ni.əs
ophthalmologist	ˌɒf.θælˈmɒ.lə.dʒɪst
opiniatre	əˌpɪniˈeɪtə(ɹ)
opposed	əˈpoʊzd
oppugnable	ɘˈpʌɡnəb(ɘ)l
opsonin	ˈɒpsənɪn
optime	ˈɒptɪmeɪ
optofluidics	ˌɑptoʊfluˈɪdɪks
opusculum	oʊˈpʌs.kjuː.ləm
oratory	ˈɒɹət(ə)ɹi
orchid	ˈɔː.kɪd
orderly	ˈɔɹdɚli
ordoliberal	-bəɹəl
oreide	ˈoʊɹiːˌaɪd
orfe	ɔːf
organized	ˈɔɹɡənaɪzd
orichalcum	ɒɹɪˈkalkəm
oriflamme	ˈɒɹɪflæm
originator	əˈɹɪd͡ʒɪneɪtɚ
ornament	ˈɔː(ɹ)nəmənt
oro-	ɔː.ɹə(ʊ)
oropharyngeal	ˌɔː.ɹəʊˌfa.ɹɪnˈdʒiː.əl
orthogonal	ɔːˈθɒɡ.ə.nəl
orthoquartzite	ˌɔːθəʊˈkwɔːtˌsaɪt
os	ɒs
oscillate	ˈɑsɪleɪt
osmosis	ɒsˈməʊsɪs
ossia	ˈɔsiə
ostensibly	ɒˈstɛn.sə.bli
osteoporotic	ˌɒstiəʊpəˈɹɒtɪk
ostreaceous	ˌɒstɹiˈeɪʃəs
otaku	əʊˈtɑːkuː
otherworldly	ˌʌðɚˈwɝld.li
otoccipital	əʊtəkˈsɪpɪtəl
otoscope	ˈoʊ̯ɾəskoʊ̯p
ould wan	ˈaʊld wɒn
ourselves	ɑːˈsɛlvz
out of the box	æʊt əv ðə bɒks
outbuilding	ˈaʊtˌbɪl.dɪŋ
outcry	ˈaʊtkɹaɪ
outer space	ˌaʊtɚ ˈspeɪs
outgoing	aʊtˈɡəʊɪŋ
outlawry	ˈaʊtlɔːɹi
outlot	ˈaʊtlɒt
outrance	ˈuː.tɹɑ̃s
outroduce	ˌaʊtɹəˈd(j)uːs
outskirts	ˈaʊtskɝts
outta	ˈaʊtə
outwit	aʊtˈwɪt
ovarium	ə(ʊ)ˈvɛːrɪəm
overact	ˌəʊvəɹˈækt
overbite	ˈəʊvə(ɹ)baɪt
overconfident	ˌəʊvə(ɹ)ˈkɒnfɪdənt
overdream	ˌəʊvəˈdɹiːm
overgo	əʊvəˈɡəʊ
overjoyed	ˌoʊvɚˈdʒɔɪd
overlearn	əʊvəˈləːn
overparked	əʊvəˈpɑːkt
overpower	əʊvəˈpaʊə
overreact	ˌoʊ.vəɹ.ɹiˈækt
overseas	ˌəʊvəˈsiːz
overshorten	ˌəʊ.vəˈʃɔː.tən
oversow	ˌəʊvəˈsəʊ
overspread	əʊvəˈspɹɛd
oversway	əʊvəˈsweɪ
overthwart	əʊvəˈθwɔːt
overvalued idea	ˌəʊvə(ɹ)ˈvæljuːd aɪˈdɪə
overwhelm	ˌəʊvəˈwɛlm
oviform	ˈoʊ.viːfɔɹm
ovulatory	ɒvjʊˈleɪtəɹi
owler	ˈaʊlɚ
owt	aʊt
oxbow	ˈɒksbəʊ
oxter	ˈɒkstə(ɹ)
oxymel	ˈɒksɪmɛl
oxytocic	ˌɒksɪˈtəʊsɪk
oz	aʊns
p.m	piːˈɛm
paca	ˈpækə
pachyptile	ˈpækɪptaɪl
package	ˈpækɪdʒ
paddock	ˈpædək
padmasana	padˈmɑːsənə
paedomorphic	piːdə(ʊ)ˈmɔːfɪk
page	peɪd͡ʒ
pain aux raisins	ˌpan əʊ ɹeɪˈzan
paintball	ˈpeɪntbɔːl
paisley	ˈpeɪzli
paktorlogy	pʌkˈtɔːlədʒɪː
palagi	pʌˈlʌŋ(ɡ)i
palative	ˈpælətɪv
palay	ˈpæleɪ
paleography	ˌpeɪlɪˈɒɡɹəfi
palettise	ˈpælɪtaɪz
paling	ˈpeɪlɪŋ
pall mall	ˌpælˈmæl
palliate	ˈpælieɪt
palomino	pæləˈmiːnəʊ
palter	ˈpɒltə(ɹ)
pancratical	pæŋˈkɹætɪkəl
pandect	ˈpændɛkt
pandemonium	ˌpændɪˈməʊnɪəm
panegyric	ˌpænəˈd͡ʒaɪɹɪk
panentheist	pænˈenˈθiˈɪst
pangram	ˈpæŋ.ɡɹæm
panjandrum	pænˈd͡ʒæn.dɹəm
panoptic	panˈɒptɪk
pansy	ˈpæn.zi
pantile	ˈpantʌɪl
pantoum	pænˈtuːm
panzoism	pænˈzoˈɪzˈəm
papaphilia	pæpæˈfɪlɪə
paper	ˈpeɪpə
pappardelle	ˌpæpɑːˈdɛleɪ
para	ˈpɑːɹə
parading	pəˈɹeɪdɪŋ
paradox	ˈpæɹ.əˌdɒks
paragoge	pæɹəˈɡəʊd͡ʒi
paralinguistic	pæɹəlɪŋˈɡwɪstɪk
parament	ˈpaɹəmənt
paranœa	ˌpæɹəˈniːə
paraphily	pæˈɹæfɪlɪ
parasiticide	ˌpæɹəˈsɪtɪsaɪd
paraxonic	pæɹəkˈsɒnɪk
pardie	pɑːˈdiː
parenchymatous	pa.ɹəŋˈkɪm.ət.əs
paresthesia	ˌpærɪsˈθiːziə, -ʒə
parging	ˈpɑːdʒɪŋ
parity	ˈpæɹɪti
parking coupon	pakɪŋ kupɔn
parliament	ˈpɑːlɪəmənt
paroch	ˈpæɹətʃ
paroxetine	pəˈɹɒk.sə.tiːn
parricide	ˈpæ.ɹɪ.saɪd
parsimonious	pɑː.sɪˈməʊ.ni.əs
participant	pɑːˈtɪsɪpənt
particularly	pɚˈtɪkjəlɚli
partner	ˈpɑːtnə(ɹ)
parvenu	ˈpɑː.və.nuː
pash	pæʃ
pasquinade	paskwɪˈneɪd
passing	ˈpɑːsɪŋ
password	ˈpæswɜːɹd
passé	ˈpæ.seɪ
pastiche	pæsˈtiːʃ
pastrami	pəˈstɹɑːmi
patched	pætʃt
patency	ˈpeɪtənsi
pathogen	ˈpæθədʒn̩
patientive	ˈpeɪʃəntɪv
patriarchy	ˈpeɪt(ʃ)ɹiɑɹki
patriot	ˈpeɪ.tɹi.ət
patronage	ˈpætɹənɪd͡ʒ
pattener	ˈpatnə
patzer	ˈpatsə
pauldron	ˈpɔl.dɹən
pave	peɪv
pavis	ˈpɑv.ɪs
pawn	pɔːn
pay back	peɪ bæk
payload	ˈpeɪloʊd
peaceable	ˈpiːsəb(ə)l
peacock	ˈpikɑk
peal	piːl
peau de soie	pəʊdəˈswɑː
peccant	ˈpɛkənt
pecunious	pɪˈkjuːniəs
pedantic	pəˈdæn.tɪk
pedetentous	ˌpɛdɪˈtɛntəs
pedilavium	pɛ.dɪˈleɪ.vɪ.əm
peds	piːdz
peeling	ˈpiːlɪŋ
peer	pɪə
peise	piːz
pelagic	pɛˈlædʒɪk
pellagra	pɛˈlaɡɹə
pelosity	pɪˈlɒsəti
penal	ˈpiːnəl
penciclovir	pɛnˈsaɪ.kloʊˌvɪɹ
pendragon	pɛnˈdɹæɡ(ə)n
penetralium	ˌpɛnɪˈtɹeɪliəm
penicillin	ˌpɛn.ɪˈsɪl.ɪn
penitentiary	ˌpɛnɪˈtɛnʃəɹi
pennorth	ˈpɛnəθ
pentad	ˈpɛnˌtæd
pentasyllabic	ˌpɛn.tə.sɪˈlæb.ɪk
pentito	pɛnˈtiːtəʊ
peon	peɪˈɒn
pepo	ˈpiː.pəʊ
peragration	ˌpɜːɹəˈɡɹeɪʃən
percentage	pəˈsɛntɪd͡ʒ
percolate	ˈpɜːkəleɪt
peremptorily	pəˈɹɛmpt(ə)ɹəli
perfective	pə(ɹ)ˈfɛktɪv
perforce	pəˈfɔːs
perfusion	pəɹˈfjuʒən
peri-urban	ˌpɛɹ.i.ˈɝ.bən
peridot	ˈpɛɹ.ɪ.dəʊ
perihelion	ˌpɛɹ.ɪˈhiː.lɪ.ən
periodic	ˌpɪə-
peripheral	pəˈɹɪfi.əl
periscope	ˈpɛɹɪskəʊp
perky	ˈpɝki
permalink	ˈpɜː(ɹ).mə.lɪŋk
permission	pəˈmɪʃən
pernoctate	ˈpɜː.nɒk.teɪt
perpend	pəˈpɛnd
perpetuum mobile	pəːˌpɛtjʊəm ˈməʊbɪli
perry	ˈpɛɹi
perseverance	ˌpɜːsəˈvɪəɹəns
persimmon	pɜːˈsɪmən
personable	ˈpɜː(ɹ)sənəbəl
personnel	pɝsˈnɛl
persuade	pəˈsweɪd
pertinacious	ˌpɜːtɪˈneɪʃəs
perusal	pəˈɹuːzl̩
perverter	pə(ɹ)ˈvɜː(ɹ)tə(ɹ)
peshwa	ˈpeɪʃwɑː
pester	ˈpɛstə(ɹ)
petard	pɪˈtɑːd
petronel	ˈpɛtɹənəl
petting	ˈpɛtɪŋ
pewterware	ˈpjuːtə(ɹ)ˌwɛə(ɹ)
pff	p͡fː
phaeton	ˈfeɪ.ɪtən
phalanstery	ˈfælənˌstɜɹi
phane	feɪn
pharaonic	ˌfɛəɹeɪˈɒnɪk
pharmacological	ˌfɑɹməkəˈlɒdʒɪkəl
pharos	ˈfɛəɹɒs
phaser	ˈfeɪzɚ
phencyclidine	fɛnˈsaɪ.klɪ.diːn
phenotype	ˈfiː.nə(ʊ)ˌtaɪp
phenylethylmalonamide	ˌfɛnɪlˌɛθɪlməˈlɒnəmaɪd
philosophate	fɪˈlɒsəfeɪt
philter	ˈfɪltə
phobia	ˈfəʊbi.ə
phocine	ˈfəʊsiːn
phone	fəʊ̯n
phonk	fɒŋk
phonology	fəˈnɒl.ə.d͡ʒi
phosphatidate	fɒsˈfætɪdeɪt
phot	fɒt
photographer	fəˈtɑɡɹəfɚ
phrag	fɹæɡ
phratry	ˈfɹætɹi
phthalate	ˈ(f)θælɪt
phycomycetous	ˌfʌɪkə(ʊ)mʌɪˈsiːtəs
phylloxera	fɪˈlɒksəɹə
physically	ˈfɪzɪkli
physiology	ˌfɪziˈɒləd͡ʒi
piblokto	pɪˈblɒktəʊ
piccata	pɪˈkɑːtə
pickelhaube	ˈpɪk(ə)lhaʊbə
pickling	ˈpɪk.lɪŋ
picturization	pɪktʃəɹʌɪˈzeɪʃ(ə)n
pie	paɪ
piecemeal	ˈpiːs.miːl
pietism	ˈpʌɪətɪz(ə)m
pigface	ˈpɪɡfeɪs
pignut	ˈpɪɡnʌt
pikestaff	ˈpaɪkstɑːf
pile	paɪl
piling	ˈpaɪlɪŋ
pillow	ˈpɪləʊ
pin	pɪn
pincer	ˈpɪnsəɹ
pineal	ˈpɪnɪəl
pinko	pɪŋkəʊ
pinning	ˈpɪnɪŋ
pinscher	ˈpɪnʃə(ɹ)
pioglitazone	ˌpaɪ.əˈɡlɪt.əˌzoʊn
pipeline	ˈpaɪpˌlaɪn
piping	ˈpaɪpɪŋ
piracy	ˈpaɪɹəsi
pirn	pɜː(ɹ)n
pisciculture	ˈpɪsɪˌkʌlt͡ʃə(ɹ)
pismire	ˈpɪsmaɪə(ɹ)
pissing	ˈpɪsɪŋ
piston	ˈpɪstən
pitcher	ˈpɪtʃɚ
pitiable	ˈpɪti.əbəl
pitter-patter	ˈpɪt.əˈpæt.ə
pivotman	ˈpɪvətman
pizzicato	ˌpɪtsɪˈkɑːtoʊ
placeholder	ˈpleɪsˌhoʊldɚ
placid	ˈplæs.ɪd
plagal	ˈpleɪɡəl
plaguish	ˈpleɪɡɪʃ
planchette	plænˈʃɛt
plangent	ˈplænd͡ʒənt
planned	plænd
plantigrade	ˈplæntɪɡɹeɪd
plasmalogen	plæzˈmæl.ə.d͡ʒən
plasterwork	ˈplæstɚˌwɝk
platform	ˈplætfɔːm
platoon	pləˈtuːn
plausive	ˈplɔːzɪv
playfellow	ˈpleɪˌfɛləʊ
playwork	ˈpleɪwəːk
pleading	ˈpliːdɪŋ
pleasurable	ˈplɛʒəɹəbəl
plebs	plɛbz
plenary	ˈpliːnəɹi
plenum	ˈpliːnəm
plesiosaur	ˈpliːsiəsɔːɹ
pleurodesis	plɔːˈɹɒd.ɪs.ɪs
plicature	ˈplɪkətjʊə(ɹ)
plosive	ˈpləʊzɪv
plowwoman	ˈplaʊ.ˌwʊ.mən
plugging	ˈplʌɡɪŋ
plumcake	ˈplʌmkeɪk
plunge	plʌndʒ
pluranimous	plɔːˈɹæ.nɪ.məs
plusquam-	ˈplʌskwam
plutonium	pluːˈtoʊniəm
pneumaturia	ˌ(p)njuːməˈtjʊəɹɪə
pnictogen	ˈpnɪktə(ʊ)dʒən
pochade	pɒˈʃɑːd
podocarpus	ˌpoʊdəˈkɑɹpəs
poetess	ˌpəʊ.ɪˈtɛs
pogonic	pəʊˈɡɒ.nɪk
poikilocytosis	ˌpɔɪ.kə.loʊˌsaɪˈtoʊ.sɪs
pointe	pwæ̃t
poising	ˈpɔɪzɪŋ
poke	pəʊk
polarize	ˈpoʊləɹaɪz
poler	ˈpəʊlə(ɹ)
polisci	ˈpɑ.liˌsaɪ
political	pəˈlɪtɪkəl
polka	ˈpɒl.kə
pollinosis	ˌpɒləˈnəʊsɪs
polonaise	<ul><li>Rhymes: <a href="/wiki/Rhymes:English/e%C9%AAz" title="Rhymes:English/eɪz"><span class="IPA">-eɪz</span></a></li>
poly-	ˈpɑli
polycule	ˈpɒlɪkjuːl
polygamous	pəˈlɪɡəməs
polygyny	pəˈlɪd͡ʒ.ɪ.ni
polymorphic	ˌpɑliˈmɔɹfɪk
polysemic	pəˈlɪs.ɪ.mɪk
polytheistic	ˌpɒlɪθiːˈɪstɪk
pomace	-əs
pomey	ˈpɒ.mi
pomp	ˈpɒmp
poncho	ˈpɒn.tʃəʊ
pongee	ˈpɑndʒi
pontiff	ˈpɒntɪf
poodle-faker	ˈpuːdəlˌfeɪkə
pool	puːl
poor	poː
popcorn	ˈpɒp.kɔː(ɹ)n
popsicle	ˈpɒpsɪkəl
porcelain	ˈpɔːsəlɪn
pornograph	ˈpɔːnəɡɹæf
porphyrogenitus	ˌpɔːfɪɹəˈdʒɛnɪtəs
port	pɔɹt
ported	ˈpɔː(ɹ)tɪd
porthole	ˈpɔː(ɹ)t.həʊl
portoir	ˈpɔː(ɹ)tə(ɹ)
portulent	ˈpɔː(ɹ)t.jə.lənt
poshen	pɒʃən
positivism	ˈpɒzɪtɪvˌɪzm
possessed	pəˈzɛst
possible	ˈpɒsɪbl̩
postage	ˈpəʊstɪdʒ
postdict	pəʊs(t)ˈdɪkt
posthaste	ˌpəʊstˈheɪst
postlapsarian	ˌpəʊstlæpˈsɛəɹɪən
postposit	pəʊstˈpɒzɪt
posture	ˈpɒstʃə
potash	ˈpɒt.æʃ
potential	pəˈtɛnʃəl
potluck	ˌpɒtˈlʌk
pottage	ˈpɑtɪd͡ʒ
pouched	paʊt͡ʃt
poultice	ˈpoʊltɪs
pouring	ˈpɔːɹɪŋ
powdered	ˈpaʊdɚd
powerfully	ˈpaʊɚf(ə)li
pozzy	ˈpɒ.zi
practise	ˈpɹæktɪs
praetorship	ˈpɹiːtəʃɪp
praiser	ˈpɹeɪzə(ɹ)
pram	pɹæm
prank	pɹæŋk
pratique	pɹæˈtiːk
pray to the porcelain god	ˈpɹeɪ tʊ ðə ˈpɔːsəlɪn ˈɡɒd
pre-election	pɹiːɪˈlekʃən
preantepenultimate	ˌpɹiːˌæntɪpɪˈnʌltɪmət
precaution	pɹiːˈkɔːʃən
preceptor	ˈpɹiːˌsɛptəɹ
precognition	ˌpɹiːkɒɡˈnɪʃn̩
precursive	pɹɪˈkɜː(ɹ)sɪv
predecessor	ˈpɹiːdɪsɛsə(ɹ)
predict	pɹɪˈdɪkt
pree	pɹiː
preferably	pɹəˈfɜːɹəˌbli
prefixum	pɹiːˈfɪksəm
preke	pɹiːk
preliminary	pɹɪˈlɪmɪnɛɹi
premier	ˈpɹɛm.jə
premonition	ˌprɛ-
prep	pɹɛp
preparing	pɹɪˈpɛəɹɪŋ
preposterously	pɹə-
prerequisite	pɹiːˈɹɛkwɪzɪt
prescient	ˈpɹiːʃiənt
presentable	pɹəˈzɛntəbəl
preservation	pɹɛ.zɝˈveɪ.ʃən
presidial	pɹɪˈsɪdɪ.əl
pressure	ˈpɹɛʃə(ɹ)
pretended	pɹɪˈtɛndɪd
pretext	ˈpɹiːtɛkst
prevailing	pɹɪˈveɪ.lɪŋ
previous	ˈpɹivi.əs
preëmptory	pɹiːˈɛmpt.əˌɹi
prick	pɹɪk
priesthood	ˈpɹiːstˌhʊd
prima	pɹiːmə
primatial	pɹʌɪˈmeɪʃ(ə)l
priming	ˈpɹaɪmɪŋ
primrose	ˈpɹɪm.ɹoʊz
principality	pɹɪnsɪˈpælɪti
printworthy	ˈpɹɪntˌwɜːði
prismatic	pɹɪzˈmætɪk
prithee	ˈpɹɪði
privet	ˈpɹɪv.ɪt
proactive	pɹəʊˈæktɪv
problematic	ˌpɹɒbləˈmætɪk
procedural	prəˈsiːdʒ(ə)rəl
procession	pɹəˈsɛʃən
proconsul	pɹəʊˈkɒn.səl
proctor	ˈpɹɒktə(ɹ)
prodigal	ˈpɹɒdɪɡəl
produce	pɹəˈd͡ʒuːs
profanation	pɹɒfəˈneɪʃ(ə)n
professor	pɹəˈfɛsə
profluence	ˈpɹəʊflʊəns
profuseness	pɹoʊˈfjus.nəs
prognosticate	pɹɒɡˈnɒstɪkeɪt
programming	ˈpɹəʊɡɹəmɪŋ
project	ˈpɹəʊdʒɛkt
prolation	pɹəʊˈleɪʃən
proletariat	ˌpɹəʊ.lɪˈtɛə.ɹɪ.ət
prologist	ˈpɹəʊləd͡ʒɪst
promethium	pɹoʊˈmiːθiəm
promo	ˈpɹəʊməʊ
pronate	ˈpɹəʊ.neɪt
pronouncedly	pɹəˈnaʊnsɪdli
propaedeutic	ˌpɹɑpəˈduːtik
propco	ˈpɹɒpkəʊ
property	ˈpɹɒ.pə.ti
propine	ˈpɹəʊpaɪn
proponent	pɹəˈpəʊnənt
proppant	ˈpɹɑpənt
proprietory	pɹəˈpɹaɪətɔːɹi
prosaism	ˈpɹəʊ.zeɪ.ɪzəm
prosody	ˈpɹəʊzədi
prosperity	pɹɑˈspɛɹ.ɪ.ti
protamine	ˈpɹəʊ.tə.miːn
protective	pɹoʊtɛktɪv
protensive	pɹoʊˈtɛnsɪv
protester	ˈpɹoʊtestəɹ
protologism	pɹəʊˈtɒləˌdʒɪzm
prototype	ˈpɹəʊtətʌɪp
protuberance	pɹəʊˈtjuːbəɹəns
provection	pɹoʊˈvɛkʃən
provided	pɹəˈvaɪdɪd
provisional	pɹəˈvɪʒənəl
provost	pɹəʊˈvəʊ
proxeny	ˈpɹɒksəni
prudent	ˈpɹuːdənt
prurigo	pɹʊəˈɹaɪɡəʊ
précis	ˈpɹeɪsi
pseph-	psɛf
pseudocardinal	ˈsudoʊˌkɑɹdɪnəl
pseudonymous	ˈsuː.dəˌnɪm.əs
psilosis	saɪˈloʊ.sɪs
psst	psːː(t)
psychic	ˈsaɪkɪk
psychoid	ˈsaɪkɔɪd
psychoneuroimmunology	ˌsʌɪkəʊnʊəɹəʊɪmjʊˈnɒlədʒi
psychosexuality	sʌɪkəʊsɛkʃʊˈalɪti
psyker	ˈsaɪkɚ
pterostilbene	(p)tɛɹəʊˈstɪlbiːn
ptochocracy	toʊˈkɑkɹəsi
pube	pjuːb
public office	ˈpʌblɪk ˈɔfɪs
publisher	ˈpʌblɪʃɚ
pucky	ˈpʌki
pudic	ˈpjuːdɪk
puerile	ˈpjʊə.ɹaɪl
puffin	ˈpʌfɪn
pugil	ˈpjuːdʒɪl
puja	ˈpuːdʒə
pukka	ˈpʌkə
pulling	ˈpʊlɪŋ
pulsation	pʌlˈseɪʃn̩
punani	pʊˈnɑːni
punching bag	ˈpʌnt͡ʃɪŋ ˌbæɡ
punctus	ˈpʌŋktəs
pungent	ˈpʌndʒənt
punk	pʌŋk
punter	ˈpʌn.tə(ɹ)
puppy	ˈpʌpi
purfle	ˈpɜːfəl
purple	ˈpɜː(ɹ).pəl
purposive	ˈpəːpəsɪv
purset	ˈpɜː(ɹ)sɪt
purulence	ˈpjʊəɹʊləns
push-up	ˈpʊʃˌʌp
puss	pʊs
putative	ˈpju.tə.tɪv
putrefy	ˈpjutɹəfaɪ
putter	ˈpʌtə(ɹ)
puzzled	ˈpʌ.zl̩d
pyment	pəˈmɛnt
pyramis	ˈpɪɹəmɪs
pyriformis	ˌpɪ.ɹɪˈfɔː.mɪs
pyrolysize	paɪˈɹɒlɪsaɪz
pysanka	ˈpɪsəŋkə
q	kjuː
quadragenarious	ˈˌkwɑdɹədʒɪˈnɛɹiəs
quadrature	ˈkwɒd.ɹə.t͡ʃə(ɹ)
quadrillion	kwɑˈdɹɪl.jən
quadruplicate	ˌkwɑˈdɹuːplɪkət
quail	ˈkweɪl
quale	ˈkweɪl
qualm	kwɑlm
quantile	ˈkwɒn.taɪl
quaquaversal	kweɪkwəˈvɜːsəl
quarryman	ˈkwɔɹ.i.mən
quartier	kɑː(ɹ)tiˈeɪ
quaternion	kwəˈtəːni.ən
qubit	ˈkjuːbɪt
queenie	ˈkwiːni
quelea	ˈkwiːlɪə
quercitin	ˈkwɜɹsɨtɨn
quesalupa	ˌkeɪ̯səˈluːpə
questioningly	ˈkwɛstʃənɪŋli
queue	kjuː
quickie	ˈkwɪki
quiddity	ˈkwɪdɪti
quietistic	kwaɪəˈtɪstɪk
quilt	kwɪlt
quincunx	ˈkwɪŋkʌŋks
quinquennial	kwɪŋˈkwɛ.ni.əl
quinte	kɛ̃t
quip	kwɪp
quisling	ˈkwɪz.lɪŋ
quittor	ˈkwɪt.ə(ɹ)
quokka	ˈkwɒkə
quot	kwəʊt
quus	kwʌs
r	ɑː(ɹ)
rabat	ɹəˈbæt
rabbit-o	ˈɹæbədoʊ
racemate	ˈɹeɪsɪmeɪt
rachitic	ɹəˈkɪtɪk
rackett	ˈɹækɪt
raddle	ˈɹædəl
radiator	ˈɹeɪ.diˌeɪ.tɚ
radix	ɹeɪ.dɪks
rafflesia	ɹəˈfliː.zɪ.ə
rager	ˈɹeɪdʒɚ
ragù	ɹaˈɡuː
railbed	ˈɹeɪlbɛd
rainbow	ˈɹeɪmboʊ
rainshade	ˈɹeɪnˌʃeɪd
raiyat	ˈɹaɪət
rakery	ˈɹeɪkəɹi
ram	ɹæm
rambunctious	ɹæmˈbʌŋ(k)ʃəs
rammer	ˈɹæmə(ɹ)
rancor	ˈɹæŋ.kɚ
randomity	ɹænˈdɒm.ɪ.ti
rangle	ˈɹæŋɡl̩
rann	ɹæn
ranunculaceous	ɹəˌnʌŋkjʊˈleɪʃəs
rappen	ˈɹapən
raptor	ˈɹæptɚ
rarissima	ɹæˈɹɪ.sɪ.mə
rashy	ˈɹæʃi
rat	ɹæt
rates	ɹeɪts
rating	ˈɹeɪtɪŋ
ratissage	ɹatɪˈsɑːʒ
rattler	ˈɹætlə(ɹ)
ravage	ˈɹævɪdʒ
ravine	ɹəˈviːn
raylessness	ˈɹeɪləsnəs
razzmatazz	ˈɹæz.mə.tæz
re-evaluate	ɹiːɪˈvæljuːeɪt
reaches	ˈɹiːt͡ʃɪz
read receipt	ˈɹɛd ɹɪˌsiːt
real-ly	ˈɹiːəl.li
realizable	ˌɹi.əˈlaɪz.ə.bl̩
ream	ɹiːm
rearward	ˈɹiɹ.wɝ d
rebec	ˈɹɛbɛk
rebound	ɹiˈbaʊnd
rebut	ɹɪ.ˈbʌt
recallism	ˈɹiːkɔːlɪzəm
receipt	ɹɪˈsiːt
recept	ˈɹiːsɛpt
recheat	ɹɪˈtʃiːt
recitative	ɹɛsɪtəˈtiːv
recluse	ˈɹɛkluːs
recollect	ɹɛkəˈlɛkt
reconcile	ˈɹɛkənsaɪl
reconnoitre	ˌɹɛkəˈnɔɪtə
recover	ɹɪˈkʌvə
recruit	ɹɪˈkɹut
recto	ˈɹɛk.toʊ
recursive	ɹɪˈkɜː(ɹ)sɪv
redbird	ˈɹɛdbəːd
redeliver	ˌɹiːdɪˈlɪvə(ɹ)
redie	ɹiːˈdaɪ
redistrict	ɹiːˈdɪstɹɪkt
redound	ɹəˈdaʊnd
reduce	ɹɪˈdʒuːs
reduviid	ɹɪˈdjuː.vi.ɪd
reek	riːk
reet	ɹiːt
referee	ˌɹɛf.əˈɹiː
refind	ɹiːˈfaɪnd
reflector	ɹɪˈflɛktə(ɹ)
refossion	ɹɪˈfɒʃən
refreshment	ɹɪˈfɹeʃ.mənt
refulgent	ɹəˈfʌldʒənt
regain	ɹiːˈɡeɪn
regards	ɹɪˈɡɑɹdz
regexp	ˈɹɛdʒˌɛksp
regimen	ˈɹɛdʒ.ɪ.mən
register	ˈɹɛdʒ.ɪs.tə
rego	ˈɹɛdʒəʊ
regular	ˈɹɛɡ.jʊ.lə
rehabilitate	ɹiː(h)əˈbɪlɪteɪt
reify	ˈɹeɪ.ə.faɪ
rein	ɹeɪn
reinvent the wheel	ˌɹiːɪnˈvɛnt ðə ˈhwiːl
rejection	ɹəˈdʒɛkʃən
rejuvenate	ɹiːˈdʒuːvəneɪt
relationshopping	ɹɪˈleɪʃənˌʃɒpɪŋ
relead	ɹiːˈlɛd
relexification	ɹiˌlɛksəfəˈkeɪʃn̩
relievedly	ɹəˈliːv.əd.li
relish	ˈɹɛl.ɪʃ
reluctantly	ɹɪˈlʌktəntli
remake	ɹiːˈmeɪk
remdesivir	ɹɛmˈdiː.zɪˌvɪə(ɹ)
remercy	ɹɪˈməːsi
reminiscential	ˌɹɛmɪnɪˈsɛnʃ(ə)l
remnant	ˈɹɛmnənt
remorse	ɹɪˈmɔː(ɹ)s
removed	ɹɪˈmuːvd
remunerative	ɹɪˈmjuːn(ə)ɹətɪv
renitent	ˈɹɛnɪtənt
renovation	ˈɹɛnəveɪʃən
reny	ɹɪˈnaɪ
repair	ɹɪˈpɛə
repdigit	ˈɹɛpˌdɪdʒɪt
repent	ɹɪˈpɛnt
repine	ɹɪˈpaɪn
replevy	ɹɪˈplɛvi
reportage	ɹɪˈpɔː(ɹ)tɪdʒ
representation	<ul><li>Rhymes: <a href="/wiki/Rhymes:English/e%C9%AA%CA%83%C9%99n" title="Rhymes:English/eɪʃən"><span class="IPA">-eɪʃən</span></a></li>
reprisal	ɹɪˈpɹaɪzəl
reproduction	ˌɹiːpɹəˈdʌkʃən
