-ahtaa	-ɑhtɑːˣ
liukoisuus	ˈliu̯koi̯suːs
liukukerros	ˈliu̯kuˌkerːos
liukuminen	ˈliu̯kuminen
liukusäädin	ˈliu̯kuˌsæːdin
liuota	ˈliu̯otɑˣ
liuska	ˈliu̯skɑ
liu’uttaa	ˈliu̯.utːɑːˣ
liveroolipeli	ˈliʋeˌroːliˌpeli
liveäänitys	ˈliʋeˌæːnitys
lobbaaminen	ˈlobːɑːminen
lognormaalinen	ˈloɡ.normɑːlinen
lohduttomuus	ˈlohdutːomuːs
lohestus	ˈlohestus
lohilammikko	ˈlohiˌlɑmːikːo
lohivoileipä	ˈlohiˌʋoi̯ˌlei̯pæ
lohkeaminen	ˈlohkeɑminen
lohkoittain	ˈlohkoi̯tːɑi̯n
lohkovuoristo	ˈlohkoˌʋuo̯risto
loikkiminen	ˈloi̯kːiminen
loimi	ˈloi̯mi
loinen	ˈloi̯nen
loisio	ˈloi̯sio
loiskutus	ˈloi̯skutus
loistava	ˈloi̯stɑʋɑ
loistevalaisin	ˈloi̯steˣˌʋɑlɑi̯sin
loistokuntoinen	ˈloi̯stˌokuntoi̯nen
loito	ˈloi̯to
loitsinta	ˈloi̯tsintɑ
loiventua	ˈloi̯ʋentuɑˣ
lokaalisesti	ˈlokɑːlisestiˣ
lokero	ˈlokero
lokirivi	ˈlokiˌriʋi
loksahdus	ˈloksɑhdus
loma-asutus	ˈlomɑˌ(ʔ)ɑsutus
lomakuu	ˈlomɑˌkuː
lomanviettopaikka	ˈlomɑnˌʋie̯tːoˌpɑi̯kːɑ
lomarakentaminen	ˈlomɑˌrɑkentɑminen
lomauttaminen	ˈlomɑutːɑminen
lomitusten	ˈlomitusten
lonkero	ˈloŋkero
lonksuttaa	ˈloŋksutːɑːˣ
loparit	ˈlopɑrit
loppelainen	ˈlopːelɑi̯nen
loppuerä	ˈlopːuˌeræ
loppukerto	ˈlopːuˌkerto
loppulausunto	ˈlopːuˌlɑu̯sunto
loppunumero	ˈlopːuˌnumero
loppurepeämä	ˈlopːuˌrepeæmæ
loppusijoituspaikka	ˈlopːuˌsijoi̯tusˌpɑi̯kːɑ
lopputaival	ˈlopːuˌtɑi̯ʋɑl
lopputoimi	ˈlopːuˌtoi̯mi
loppuviimein	ˈlopːuˌʋiːmei̯n
lorahtaa	ˈlorɑhtɑːˣ
loru	ˈloru
lorvi	ˈlorʋi
lossiyhteys	ˈlosːiˌyhteys
lottoaminen	ˈlotːoɑminen
louhe	ˈlou̯heˣ
loukata	ˈlou̯kɑtɑˣ
loukkaus	ˈlou̯kːɑus
lounaismyrsky	ˈlou̯nɑi̯sˌmyrsky
lounastaminen	ˈlou̯nɑstɑminen
lovi	ˈloʋi
lude	ˈludeˣ
luentokurssi	ˈluentoˌkursːi
lueskeleminen	ˈlueskeleminen
luetteloija	ˈluetːeloi̯jɑ
luettelomerkki	ˈluetːeloˌmerkːi
luhistuminen	ˈluhistuminen
luhti	ˈluhti
luikerteleminen	ˈlui̯kerteleminen
luinen	ˈlui̯nen
luistattaa	ˈlui̯stɑtːɑːˣ
luistelusuksi	ˈlui̯steluˌsuksi
luja	ˈlujɑ
lujaluontoinen	ˈlujɑˌluo̯ntoi̯nen
lujentuminen	ˈlujentuminen
lujittuminen	ˈlujitːuminen
lukaista	ˈlukɑi̯stɑˣ
lukeutuminen	ˈlukeu̯tuminen
lukio	ˈlukio
lukitusjousi	ˈlukitusˌjou̯si
lukkaroida	ˈlukːɑroi̯dɑˣ
lukkoliitos	ˈlukːoˌliːtos
luksusasunto	ˈluksusˌɑsunto
lukukinkerit	ˈlukuˌkiŋkerit
lukumääräisesti	ˈlukuˌmæːræi̯sestiˣ
lukusana	ˈlukuˌsɑnɑ
lukutapa	ˈlukuˌtɑpɑ
lukuvirhe	ˈlukuˌʋirheˣ
lumenajo	ˈlumenˌɑjo
lumeta	ˈlumetɑˣ
lumierä	ˈlumiˌeræ
lumikenkäily	ˈlumiˌkeŋkæi̯ly
lumilautailija	ˈlumiˌlɑu̯tɑi̯lijɑ
luminanssi	ˈluminɑnsːi
lumipyry	ˈlumiˌpyry
lumoava	ˈlumoɑʋɑ
lumpsauttaa	ˈlumpsɑutːɑːˣ
lunastusoikeus	ˈlunɑstusˌoi̯keus
lunnasvaatimus	ˈlunːɑsˌʋɑːtimus
luode	ˈluo̯deˣ
luokittaa	ˈluo̯kitːɑːˣ
luokituskaava	ˈluo̯kitusˌkɑːʋɑ
luokkaluku	ˈluo̯kːɑˌluku
luokkavastakohta	ˈluo̯kːɑˌʋɑstɑˌkohtɑ
luokse	ˈluo̯kseˣ
luolamies	ˈluo̯lɑˌmie̯s
luomiskausi	ˈluo̯misˌkɑu̯si
luomumaito	ˈluo̯muˌmɑi̯to
luonnetyyppi	ˈluo̯nːeˣˌtyːpːi
luonnonarvo	ˈluo̯nːonˌɑrʋo
luonnonihme	ˈluo̯nːonˌihmeˣ
luonnonkosmetiikka	ˈluo̯nːonˌkosmetiːkːɑ
luonnonlapsi	ˈluo̯nːonˌlɑpsi
luonnonmenetelmä	ˈluo̯nːonˌmenetelmæ
luonnonoppi	ˈluo̯nːonˌopːi
luonnonsatama	ˈluo̯nːonˌsɑtɑmɑ
luonnonsuojeluohjelma	ˈluo̯nːonˌsuo̯jeluˌohjelmɑ
luonnontuote	ˈluo̯nːonˌtuo̯teˣ
luonnonväri	ˈluo̯nːonˌʋæri
luonnotar	ˈluo̯nːotɑr
luontaishoitola	ˈluo̯ntɑi̯sˌhoi̯tolɑ
luontaisviljely	ˈluo̯ntɑi̯sˌʋiljely
luonteisesti	ˈluo̯ntei̯sestiˣ
luontoemo	ˈluo̯ntoˌemo
luontokohde	ˈluo̯ntoˌkohdeˣ
luontoperäinen	ˈluo̯ntoˌperæi̯nen
luopuja	ˈluo̯pujɑ
luostarijärjestö	ˈluo̯stɑriˌjærjestø
luotaaminen	ˈluo̯tɑːminen
luotettavuusanalyysi	ˈluo̯tetːɑʋuːsˌɑnɑlyːsi
luotokirvinen	ˈluo̯toˌkirʋinen
luotottaja	ˈluo̯totːɑjɑ
luottaa	ˈluo̯tːɑːˣ
luottamuskysymys	ˈluo̯tːɑmusˌkysymys
luottavuus	ˈluo̯tːɑʋuːs
luottokorttipetos	ˈluo̯tːoˌkortːiˌpetos
luottovanki	ˈluo̯tːoˌʋɑŋki
luovutusmääräys	ˈluo̯ʋutusˌmæːræys
lupaileminen	ˈlupɑi̯leminen
lupauksenrikkoja	ˈlupɑuksenˌrikːojɑ
lupsahtaa	ˈlupsɑhtɑːˣ
lurittaa	ˈluritːɑːˣ
lurkkaaja	ˈlurkːɑːjɑ
lusikanvarsi	ˈlusikɑnˌʋɑrsi
lustosavi	ˈlustoˌsɑʋi
luu	ˈluː
luukalvo	ˈluːˌkɑlʋo
luukuttaa	ˈluːkutːɑːˣ
luulotautinen	ˈluːloˌtɑu̯tinen
luumukräämi	ˈluːmuˌkræːmi
luunkova	ˈluːnˌkoʋɑ
luura	ˈluːrɑ
luusto	ˈluːsto
luuton	ˈluːton
luutuminen	ˈluːtuminen
luuydinontelo	ˈluːˌydinˌontelo
luvialainen	ˈluʋiɑlɑi̯nen
lyhenemä	ˈlyhenemæ
lyhentymä	ˈlyhentymæ
lyhykäisyys	ˈlyhykæi̯syːs
lyhytaaltovastaanotin	ˈlyhytˌɑːltoˌʋɑstɑːnˌotin
lyhytjänteisyys	ˈlyhytˌjæntei̯syːs
lyhytohjelma	ˈlyhytˌohjelmɑ
lyhyttavara	ˈlyhytˌtɑʋɑrɑ
lyhyysmerkki	ˈlyhyːsˌmerkːi
lyijylasi	ˈlyi̯jyˌlɑsi
lyijypäällyste	ˈlyi̯jyˌpæːlːysteˣ
lykästää	ˈlykæstæːˣ
lymfaterapia	ˈlymfɑˌterɑpiɑ
lyonilainen	ˈlyonilɑi̯nen
lypsysanko	ˈlypsyˌsɑŋko
lysoli	ˈlysoli
lysähtää	ˈlysæhtæːˣ
lyöntivuoro	ˈlyø̯ntiˌʋuo̯ro
lähdeaines	ˈlæhdeˣˌɑi̯nes
lähdesuoja	ˈlæhdeˣˌsuo̯jɑ
läheisneuvonpito	ˈlæhei̯sˌneu̯ʋonˌpito
läheneminen	ˈlæheneminen
lähestymislaite	ˈlæhestymisˌlɑi̯teˣ
lähetinasema	ˈlæhetinˌɑsemɑ
lähettää	ˈlæhetːæːˣ
lähetyslista	ˈlæhetysˌlistɑ
lähetystöneuvos	ˈlæhetystøˌneu̯ʋos
lähidemokratia	ˈlæhiˌdemokrɑtiɑ
lähilasit	ˈlæhiˌlɑsit
lähimain	ˈlæhiˌmɑi̯n
lähin	ˈlæhin
lähiradio	ˈlæhiˌrɑdio
lähitelevisio	ˈlæhiˌteleʋisio
lähiökirjasto	ˈlæhiøˌkirjɑsto
lähtiäiset	ˈlæhtiæi̯set
lähtöjärjestys	ˈlæhtøˌjærjestys
lähtölupa	ˈlæhtøˌlupɑ
lähtöteho	ˈlæhtøˌteho
läikkäinen	ˈlæi̯kːæi̯nen
läimähtäminen	ˈlæi̯mæhtæminen
läiskyttää	ˈlæi̯skytːæːˣ
läiskäyttää	ˈlæi̯skæytːæːˣ
läjäyttää	ˈlæjæytːæːˣ
läksy	ˈlæksy
läkähtyminen	ˈlækæhtyminen
lämminhenkinen	ˈlæmːinˌheŋkinen
lämminverilähtö	ˈlæmːinˌʋeriˌlæhtø
lämmitys	ˈlæmːitys
lämmitysmuoto	ˈlæmːitysˌmuo̯to
lämmitysvoimalaitos	ˈlæmːitysˌʋoi̯mɑˌlɑi̯tos
lämmönlähde	ˈlæmːønˌlæhdeˣ
lämmönvaihtelu	ˈlæmːønˌʋɑi̯htelu
lämpimänpunainen	ˈlæmpimænˌpunɑi̯nen
lämpöeristää	ˈlæmpøˌeristæːˣ
lämpöily	ˈlæmpøi̯ly
lämpökiharrin	ˈlæmpøˌkihɑrːin
lämpölasi	ˈlæmpøˌlɑsi
lämpöpuku	ˈlæmpøˌpuku
lämpötalous	ˈlæmpøˌtɑlous
lämpövastus	ˈlæmpøˌʋɑstus
länkiharppi	ˈlæŋkiˌhɑrpːi
lännenloikkahiiri	ˈlænːenˌloi̯kːɑˌhiːri
länsimainen	ˈlænsiˌmɑi̯nen
länsipuolinen	ˈlænsiˌpuo̯linen
länsisuomalainen	ˈlænsiˌsuo̯mɑlɑi̯nen
läntällään	ˈlæntælːæːn
läpikuultavuus	ˈlæpiˌkuːltɑʋuːs
läpimittainen	ˈlæpiˌmitːɑi̯nen
läpisahaus	ˈlæpiˌsɑhɑus
läpivientiaukko	ˈlæpiˌʋie̯ntiˌɑu̯kːo
läpsytellä	ˈlæpsytelːæˣ
läpsäyttää	ˈlæpsæytːæːˣ
läpäisevä	ˈlæpæi̯seʋæ
läpättäminen	ˈlæpætːæminen
läskinen	ˈlæskinen
lästimaksu	ˈlæstiˌmɑksu
lätkäyttää	ˈlætkæytːæːˣ
lättänenä	ˈlætːæˌnenæ
lävistäminen	ˈlæʋistæminen
lääke-etiketti	ˈlæːkeˣˌetiketːi
lääkehoito	ˈlæːkeˣˌhoi̯to
lääkekuuri	ˈlæːkeˣˌkuːri
lääkerikos	ˈlæːkeˣˌrikos
lääketarjotin	ˈlæːkeˣˌtɑrjotin
lääketurvallisuus	ˈlæːkeˣˌturʋɑlːisuːs
lääkintähenkilöstö	ˈlæːkintæˌheŋkiløstø
lääkintävoimistelu	ˈlæːkintæˌʋoi̯mistelu
lääkäri	ˈlæːkæri
lääkärinkoulutus	ˈlæːkærinˌkou̯lutus
lääkäripula	ˈlæːkæriˌpulɑ
lääninkirjailija	ˈlæːninˌkirjɑi̯lijɑ
läänityslaitos	ˈlæːnitysˌlɑi̯tos
löllingiitti	ˈlølːiŋːiːtːi
lössähtää	ˈløsːæhtæːˣ
löylyttää	ˈløy̯lytːæːˣ
löytyminen	ˈløy̯tyminen
m	ˈæm
maa-artisokka	ˈmɑːˌɑrtisokːɑ
maaekosysteemi	ˈmɑːˌekoˌsysteːmi
maahanmuutto	ˈmɑːhɑnˌmuːtːo
maahantunkeutuja	ˈmɑːhɑnˌtuŋkeu̯tujɑ
maailmancup	ˈmɑːilmɑnˌkɑp
maailmanjärjestys	ˈmɑːilmɑnˌjærjestys
maailmankirja	ˈmɑːilmɑnˌkirjɑ
maailmanloppu	ˈmɑːilmɑnˌlopːu
maailmanmies	ˈmɑːilmɑnˌmie̯s
maailmanpolitiikka	ˈmɑːilmɑnˌpolitiːkːɑ
maailmanvalloitus	ˈmɑːilmɑnˌʋɑlːoi̯tus
maajoukkuepelaaja	ˈmɑːˌjou̯kːueˌpelɑːjɑ
maakari	ˈmɑːkɑri
maakohtainen	ˈmɑːˌkohtɑi̯nen
maakuntahenki	ˈmɑːˌkuntɑˌheŋki
maakuntakokous	ˈmɑːˌkuntɑˌkokous
maakuntamuseo	ˈmɑːˌkuntɑˌmuseo
maakuva	ˈmɑːˌkuʋɑ
maalaisjuusto	ˈmɑːlɑi̯sˌjuːsto
maalaistyttö	ˈmɑːlɑi̯sˌtytːø
maalausala	ˈmɑːlɑusˌɑlɑ
maalaustela	ˈmɑːlɑusˌtelɑ
maaliahne	ˈmɑːliˌɑhneˣ
maalikehikko	ˈmɑːliˌkehikːo
maalinedustapeli	ˈmɑːlinˌedustɑˌpeli
maalipurkki	ˈmɑːliˌpurkːi
maalitehtailija	ˈmɑːliˌtehtɑi̯lijɑ
maalitus	ˈmɑːlitus
maallikkonimi	ˈmɑːlːikːoˌnimi
maaltapako	ˈmɑːltɑˌpɑko
maamieskoulu	ˈmɑːˌmie̯sˌkou̯lu
maanantaisin	ˈmɑːnɑntɑi̯sin
maanisä	ˈmɑːnˌisæ
maankolkka	ˈmɑːnˌkolkːɑ
maanmittaushallinto	ˈmɑːnˌmitːɑusˌhɑlːinto
maannostuminen	ˈmɑːnːostuminen
maanparannus	ˈmɑːnˌpɑrɑnːus
maanpuolustaja	ˈmɑːnˌpuo̯lustɑjɑ
maanpuolustusvelvollisuus	ˈmɑːnˌpuo̯lustusˌʋelʋolːisuːs
maansäteily	ˈmɑːnˌsætei̯ly
maantienoja	ˈmɑːnˌtie̯nˌojɑ
maanuoliainen	ˈmɑːˌnuo̯liɑi̯nen
maanviljelyskemia	ˈmɑːnˌʋiljelysˌkemiɑ
maanvuokra	ˈmɑːnˌʋuo̯krɑ
maaomistus	ˈmɑːˌomistus
maapaikka	ˈmɑːˌpɑi̯kːɑ
maaperäfysiikka	ˈmɑːˌperæˌfysiːkːɑ
maapolitiikka	ˈmɑːˌpolitiːkːɑ
maarakennusliike	ˈmɑːˌrɑkenːusˌliːkeˣ
maaseutukiertue	ˈmɑːˌseu̯tuˌkie̯rtueˣ
maaseutusosiologia	ˈmɑːˌseu̯tuˌsosioloɡiɑ
maassaolo-oikeus	ˈmɑːsːɑˌoloˌ(ʔ)oi̯keus
maastoesteratsastus	ˈmɑːstoˌesteˣˌrɑtsɑstus
maastoliikenne	ˈmɑːstoˌliːkenːeˣ
maasulku	ˈmɑːˌsulku
maatalous	ˈmɑːˌtɑlous
maatalouskerho	ˈmɑːˌtɑlousˌkerho
maatalousministeriö	ˈmɑːˌtɑlousˌministeriø
maataloustekniikka	ˈmɑːˌtɑlousˌtekniːkːɑ
maataloustyö	ˈmɑːˌtɑlousˌtyø̯
maatapano	ˈmɑːtɑˣˌpɑno
maatiaisrotuinen	ˈmɑːtiɑi̯sˌrotui̯nen
maatilatalous	ˈmɑːˌtilɑˌtɑlous
maatuma	ˈmɑːtumɑ
maatyömies	ˈmɑːˌtyø̯ˌmie̯s
maayhteys	ˈmɑːˌyhteys
made	ˈmɑdeˣ
mafinen	ˈmɑfinen
magneettihoito	ˈmɑŋneːtːiˌhoi̯to
magneettineula	ˈmɑŋneːtːiˌneu̯lɑ
magneetto	ˈmɑŋneːtːo
maha-suolikanava	ˈmɑhɑˌsuo̯liˌkɑnɑʋɑ
mahanesterauhanen	ˈmɑhɑˌnesteˣˌrɑu̯hɑnen
mahatulehdus	ˈmɑhɑˌtulehdus
mahduttaminen	ˈmɑhdutːɑminen
mahonkinen	ˈmɑhoŋkinen
mahtava	ˈmɑhtɑʋɑ
mahtitekijä	ˈmɑhtiˌtekijæ
maidontarkastamo	ˈmɑi̯donˌtɑrkɑstɑmo
maihinnousuportaat	ˈmɑi̯hinˌnou̯suˌportɑːt
maila	ˈmɑi̯lɑ
maineikkaasti	ˈmɑi̯nei̯kːɑːstiˣ
mainittava	ˈmɑi̯nitːɑʋɑ
mainosgraafikko	ˈmɑi̯nosˌɡrɑːfikːo
mainoslahja	ˈmɑi̯nosˌlɑhjɑ
mainospäällikkö	ˈmɑi̯nosˌpæːlːikːø
mainostus	ˈmɑi̯nostus
mairittelu	ˈmɑi̯ritːelu
maisemanhoito	ˈmɑi̯semɑnˌhoi̯to
maiskutella	ˈmɑi̯skutelːɑˣ
maissipelto	ˈmɑi̯sːiˌpelto
maisterinseppele	ˈmɑi̯sterinˌsepːeleˣ
maite	ˈmɑi̯teˣ
maitohappokäyminen	ˈmɑi̯toˌhɑpːoˌkæy̯minen
maitokalkki	ˈmɑi̯toˌkɑlkːi
maitolaituri	ˈmɑi̯toˌlɑi̯turi
maitorahka	ˈmɑi̯toˌrɑhkɑ
maitoteknologia	ˈmɑi̯toˌteknoloɡiɑ
maitovalmiste	ˈmɑi̯toˌʋɑlmisteˣ
majakka-alus	ˈmɑjɑkːɑˌ(ʔ)ɑlus
majesteettius	ˈmɑjesteːtːius
majoituspalvelu	ˈmɑjoi̯tusˌpɑlʋelu
makaroni	ˈmɑkɑro(ː)ni
makeissekoitus	ˈmɑkei̯sˌsekoi̯tus
makia	ˈmɑkiɑ
makkarapata	ˈmɑkːɑrɑˌpɑtɑ
makromolekyylikemia	ˈmɑkroˌmolekyːliˌkemiɑ
maksamakkara	ˈmɑksɑˌmɑkːɑrɑ
maksaruohokasvi	ˈmɑksɑˌruo̯hoˌkɑsʋi
maksihame	ˈmɑksiˌhɑmeˣ
maksimilämpötila	ˈmɑksimiˌlæmpøˌtilɑ
maksuhäiriömerkintä	ˈmɑksuˌhæi̯riøˌmerkintæ
maksukyvyttömyysoikeus	ˈmɑksuˌkyʋytːømyːsˌoi̯keus
maksuperuste	ˈmɑksuˌperusteˣ
maksuttomuus	ˈmɑksutːomuːs
makuaistimus	ˈmɑkuˌɑi̯stimus
makusiirappi	ˈmɑkuˌsiːrɑpːi
makuulaveri	ˈmɑkuːˌlɑʋeri
makuvirhe	ˈmɑkuˌʋirheˣ
maleksinta	ˈmɑleksintɑ
maljapuhe	ˈmɑljɑˌpuheˣ
mallastaminen	ˈmɑlːɑstɑminen
mallikirjain	ˈmɑlːiˌkirjɑi̯n
mallinrakentaja	ˈmɑlːinˌrɑkentɑjɑ
mallisuojattu	ˈmɑlːiˌsuo̯jɑtːu
malmi	ˈmɑlmi
malmikivi	ˈmɑlmiˌkiʋi
malmio	ˈmɑlmio
malttaa	ˈmɑltːɑːˣ
mammalogia	ˈmɑmːɑloɡiɑ
mamselli	ˈmɑmselːi
mandaattialue	ˈmɑndɑːtːiˌɑlueˣ
maneerimaisesti	ˈmɑneːrimɑi̯sestiˣ
mangolassi	ˈmɑŋːoˌlɑsːi
manifestoituminen	ˈmɑnifestoi̯tuminen
mankka	ˈmɑŋkːɑ
manne	ˈmɑnːe
mannerlaatta	ˈmɑnːerˌlɑːtːɑ
mansikanpoimija	ˈmɑnsikɑnˌpoi̯mijɑ
mansikkamaa	ˈmɑnsikːɑˌmɑː
mansinkielinen	ˈmɑnsinˌkie̯linen
mantere	ˈmɑntereˣ
manumissio	ˈmɑnuˌmisːio
marenkikakku	ˈmɑreŋkiˌkɑkːu
margariinirasia	ˈmɑrɡɑriːniˌrɑsiɑ
marinadi	ˈmɑrinɑdi
marja	ˈmɑrjɑ
marjametsä	ˈmɑrjɑˌmetsæ
marjapuuronpunainen	ˈmɑrjɑˌpuːronˌpunɑi̯nen
marjavuosi	ˈmɑrjɑˌʋuo̯si
markiisitar	ˈmɑrkiːsitɑr
markkinaehtoinen	ˈmɑrkːinɑˌehtoi̯nen
markkinakorko	ˈmɑrkːinɑˌkorko
markkinatalousmaa	ˈmɑrkːinɑˌtɑlousˌmɑː
markkinointisihteeri	ˈmɑrkːinoi̯ntiˌsihteːri
marksismi-leninismi	ˈmɑrksismiˌleninismi
marmori	ˈmɑrmori
marmoroida	ˈmɑrmoroi̯dɑˣ
marraskesi	ˈmɑrːɑsˌkesi
marsipaanikakku	ˈmɑrsipɑːniˌkɑkːu
marssirivistö	ˈmɑrsːiˌriʋistø
maruna	ˈmɑrunɑ
masennus	ˈmɑsenːus
masentunut	ˈmɑsentunut
maski	ˈmɑski
masokisti	ˈmɑsokisti
massakommunikaatio	ˈmɑsːɑˌkomːunikɑːtio
massapsykologia	ˈmɑsːɑˌpsykoloɡiɑ
massatuote	ˈmɑsːɑˌtuo̯teˣ
massiivi	ˈmɑsːiːʋi
masto	ˈmɑsto
masuunikuona	ˈmɑsuːniˌkuo̯nɑ
matalajännite	ˈmɑtɑlɑˌjænːiteˣ
matalalento	ˈmɑtɑlɑˌlento
matalapaineinen	ˈmɑtɑlɑˌpɑi̯nei̯nen
matalatehoinen	ˈmɑtɑlɑˌtehoi̯nen
matchata	ˈmætsætæˣ
matematiikka	ˈmɑtemɑtiːkːɑ
materiaalitaistelu	ˈmɑteriɑːliˌtɑi̯stelu
materialistinen	ˈmɑteriɑlistinen
matka-arkku	ˈmɑtkɑˌ(ʔ)ɑrkːu
matkailuasiamies	ˈmɑtkɑi̯luˌɑsiɑˌmie̯s
matkailullisesti	ˈmɑtkɑi̯lulːisestiˣ
matkailutase	ˈmɑtkɑi̯luˌtɑseˣ
matkakirjoituskone	ˈmɑtkɑˌkirjoi̯tusˌkoneˣ
matkakuvaus	ˈmɑtkɑˌkuʋɑus
matkalukeminen	ˈmɑtkɑˌlukeminen
matkapapisto	ˈmɑtkɑˌpɑpisto
matkapurjevene	ˈmɑtkɑˌpurjeˣˌʋeneˣ
matkastipendi	ˈmɑtkɑˌstipendi
matkatyö	ˈmɑtkɑˌtyø̯
matkaviestinverkko	ˈmɑtkɑˌʋie̯stinˌʋerkːo
matkustaja-alus	ˈmɑtkustɑjɑˌ(ʔ)ɑlus
matonkude	ˈmɑtonˌkudeˣ
matriisitulostin	ˈmɑtriːsiˌtulostin
mattaväri	ˈmɑtːɑˌʋæri
mattokutomo	ˈmɑtːoˌkutomo
maturiteetti	ˈmɑturiteːtːi
maustekastike	ˈmɑu̯steˣˌkɑstikeˣ
maustepurkki	ˈmɑu̯steˣˌpurkːi
maustuminen	ˈmɑu̯stuminen
mediaani	ˈmediɑːni
medikalisoitua	ˈmedikɑlisoi̯tuɑˣ
megabitti	ˈmeɡɑˌbitːi
mehevyys	ˈmeheʋyːs
mehiläisenpisto	ˈmehilæi̯senˌpisto
mehu	ˈmehu
mehukkuus	ˈmehukːuːs
mehustella	ˈmehustelːɑˣ
meijerituote	ˈmei̯jeriˌtuo̯teˣ
meikkivoide	ˈmei̯kːiˌʋoi̯deˣ
meisseli	ˈmei̯sːeli
mekastella	ˈmekɑstelːɑˣ
meksikonlokki	ˈmeksikonˌlokːi
meleeraus	ˈmeleːrɑus
mellakointi	ˈmelːɑkoi̯nti
meloa	ˈmeloɑˣ
melontakilpailu	ˈmelontɑˌkilpɑi̯lu
melualue	ˈmeluˌɑlueˣ
meluseinä	ˈmeluˌsei̯næ
menehtyminen	ˈmenehtyminen
menestyselokuva	ˈmenestysˌeloˌkuʋɑ
menettää	ˈmenetːæːˣ
menneenkesäinen	ˈmenːeːnˌkesæi̯nen
mennä kihloihin	ˈmenːæ ˈkihloi̯hinˣ
menomatka	ˈmenoˌmɑtkɑ
menševistinen	ˈmenʃeʋistinen
meppi	ˈmepːi
merenkulkuoppilaitos	ˈmerenˌkulkuˌopːiˌlɑi̯tos
merenrantakaupunki	ˈmerenˌrɑntɑˌkɑu̯puŋki
merenvihreä	ˈmerenˌʋihreæ
meriekologi	ˈmeriˌekoloɡi
merijärvinen	ˈmeriˌjærʋinen
merikerrostuma	ˈmeriˌkerːostumɑ
merimaali	ˈmeriˌmɑːli
merimiespappi	ˈmeriˌmie̯sˌpɑpːi
meripelastus	ˈmeriˌpelɑstus
merisara	ˈmeriˌsɑrɑ
meristeemi	ˈmeristeːmi
meritieteellinen	ˈmeriˌtie̯teːlːinen
merivakuutusyhtiö	ˈmeriˌʋɑkuːtusˌyhtiø
meriviitta	ˈmeriˌʋiːtːɑ
merkaptaani	ˈmerkɑptɑːni
merkinantolaite	ˈmerkinˌɑntoˌlɑi̯teˣ
merkitsin	ˈmerkitsin
merkitysmaailma	ˈmerkitysˌmɑːˌilmɑ
merkkausliina	ˈmerkːɑusˌliːnɑ
merkkiluku	ˈmerkːiˌluku
merkkitapaus	ˈmerkːiˌtɑpɑus
merkkiviiva	ˈmerkːiˌʋiːʋɑ
mesikasvi	ˈmesiˌkɑsʋi
mesofylli	ˈmesoˌfylːi
messihuoltaja	ˈmesːiˌhuo̯ltɑjɑ
messissä	ˈmesːisːæ
messuvieras	ˈmesːuˌʋie̯rɑs
mestarillinen	ˈmestɑrilːinen
mestaritar	ˈmestɑritɑr
mestauspaikka	ˈmestɑusˌpɑi̯kːɑ
metabolismi	ˈmetɑbolismi
metakryylihappo	ˈmetɑkryːliˌhɑpːo
metallijauhe	ˈmetɑlːiˌjɑu̯heˣ
metalliladonta	ˈmetɑlːiˌlɑdontɑ
metallinhohde	ˈmetɑlːinˌhohdeˣ
metallinkiiltävä	ˈmetɑlːinˌkiːltæʋæ
metallinvärjäys	ˈmetɑlːinˌʋærjæys
metallipöly	ˈmetɑlːiˌpøly
metallisuola	ˈmetɑlːiˌsuo̯lɑ
metalliväri	ˈmetɑlːiˌʋæri
metastasoiminen	ˈmetɑˌstɑsoi̯minen
meteoriparvi	ˈmeteoriˌpɑrʋi
metkuilla	ˈmetkui̯lːɑˣ
metodologia	ˈmetodoˌloɡiɑ
metristys	ˈmetristys
metrorata	ˈmetroˌrɑtɑ
metsä-äes	ˈmetsæˌ(ʔ)æes
metsäekosysteemi	ˈmetsæˌekoˌsysteːmi
metsäkasvillisuus	ˈmetsæˌkɑsʋilːisuːs
metsäkämppä	ˈmetsæˌkæmpːæ
metsämaasto	ˈmetsæˌmɑːsto
metsänemä	ˈmetsænˌemæ
metsänhoitotiede	ˈmetsænˌhoi̯toˌtie̯deˣ
metsänkäynti	ˈmetsænˌkæy̯nti
metsänsuojelu	ˈmetsænˌsuo̯jelu
metsäoppilaitos	ˈmetsæˌopːiˌlɑi̯tos
metsärikas	ˈmetsæˌrikɑs
metsästyskivääri	ˈmetsæstysˌkiʋæːri
metsästysseura	ˈmetsæstysˌseu̯rɑ
metsätalousalue	ˈmetsæˌtɑlousˌɑlueˣ
metsätalousvaliokunta	ˈmetsæˌtɑlousˌʋɑlioˌkuntɑ
metsätraktori	ˈmetsæˌtrɑktori
metsätyönjohtaja	ˈmetsæˌtyø̯nˌjohtɑjɑ
metsäympäristö	ˈmetsæˌympæristø
miau	ˈmiɑu
miehenalku	ˈmie̯henˌɑlku
miehikkäläinen	ˈmie̯hikːælæi̯nen
miehittää	ˈmie̯hitːæːˣ
miehyys	ˈmie̯hyːs
miekkamies	ˈmie̯kːɑˌmie̯s
mielenilmaisu	ˈmie̯lenˌilmɑi̯su
mielenmaltti	ˈmie̯lenˌmɑltːi
mielenterveydellisesti	ˈmie̯lenˌterʋey̯delːisestiˣ
mielenterveystyö	ˈmie̯lenˌterʋeysˌtyø̯
mielifilosofia	ˈmie̯liˌfilosofiɑ
mielikuvitusleikki	ˈmie̯liˌkuʋitusˌlei̯kːi
